measure	globqual	meanclassqual	classqual_gemeen_3	classqual_gemeen_1	classqual_gemeen_4	model	classqual_gemeen_5	technique
SIL	-0.0584467689456529	-0.0522721202235451	-0.20274042283833488	0.03394051283847934	-0.10120880436345309	gemeen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	0.060920233469128234	tsne.30
SCP	0.6876342751410344	0.39835060469296296	0.024192381951045925	0.7223605038372745	0.776914933165213	gemeen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	0.06993459981831837	tsne.30
kNN	0.7103290974258716	0.4543132758423565	0.16753246753246753	0.7361419068736141	0.7915008068854222	gemeen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	0.12207792207792208	tsne.30
DR	1.1435206674979292	1.151982623304086	0.9436763787931137	1.3085530741158433	1.068062130883975	gemeen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	1.2876389094234117	tsne.30
SIL	-0.08573738371683662	-0.04204840063668959	-0.20567700876738493	0.13223635836204586	-0.19714898058039948	gemeen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	0.1023960284389802	tsne.30
SCP	0.5463356653140375	0.31394761696842055	0.032715511449602795	0.5134819069135549	0.6447084800146011	gemeen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	0.06488456949592346	tsne.30
kNN	0.5949820788530465	0.3870569393083464	0.22857142857142856	0.5441241685144124	0.6924152770306616	gemeen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	0.08311688311688312	tsne.30
DR	1.3208367756140054	1.366108751424629	1.380408773710498	1.1660706613546994	1.3723778409316694	gemeen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	1.5455777297016495	tsne.30
SIL	-0.10557593306538939	0.02008855896424011	0.12327491079121349	-0.0493044171695569	-0.17566415651426592	gemeen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.18204789874956978	tsne.30
SCP	0.7204150058160547	0.4313488517482524	0.07509050585176442	0.8035420055802188	0.7883831906149823	gemeen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.05837970494604402	tsne.30
kNN	0.7440860215053763	0.5036920865251072	0.2831168831168831	0.8033259423503326	0.8049488972565896	gemeen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.12337662337662338	tsne.30
DR	1.314709353268015	1.4090444709635384	1.9131253339135128	1.1760284569455068	1.341467639454991	gemeen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	1.205556453540143	tsne.30
SIL	-0.09530063287390415	0.024543825417624617	0.2876091908466991	-0.04087239844993123	-0.16247746903619945	gemeen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	0.013915978309930029	tsne.30
SCP	0.6951297471621787	0.43212031119963534	0.14523370757987614	0.7703450034819422	0.7571548502857819	gemeen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	0.055747683450941124	tsne.30
kNN	0.7266210492016943	0.4958238759364463	0.2883116883116883	0.793569844789357	0.7806347498655191	gemeen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	0.12077922077922078	tsne.30
DR	1.537871244308592	1.5258940795010898	1.547813688875999	1.7484414056507327	1.4498193104889439	gemeen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	1.3575019129886836	tsne.30
SIL	-0.07041760119889201	0.01011644708664052	0.09162947176175802	0.11411577558948689	-0.1804703516866313	gemeen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	0.015190892681948474	tsne.30
SCP	0.7384574632491144	0.44335352945909967	0.09777831259886306	0.8028247028405171	0.8168371277654076	gemeen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	0.055973974631611	tsne.30
kNN	0.7514499837080482	0.5053280678046156	0.2766233766233766	0.8039911308203991	0.8173211403980635	gemeen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	0.12337662337662338	tsne.30
DR	1.2998509931348543	1.2638624460600099	1.3603082190109315	1.195271708083795	1.3587332513262305	gemeen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	1.1411366058190822	tsne.30
SIL	-0.04656616484612268	-0.007171920311186781	0.08135546264998081	0.0340237835484186	-0.09615451442538214	gemeen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.04791241301776439	tsne.30
SCP	0.6588230935447223	0.3827681227975716	0.0680255348994748	0.6713393926195323	0.7530680614463569	gemeen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	0.038639502224922385	tsne.30
kNN	0.6933202997719127	0.4536040413620151	0.2844155844155844	0.683370288248337	0.7842926304464766	gemeen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	0.06233766233766234	tsne.30
DR	1.2927006857948102	1.2601757224092973	1.209564900561013	1.572687242336225	1.1816188284062457	gemeen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	1.0768319183337056	tsne.30
SIL	-0.03832332950949364	-0.016506306907889606	0.016458724344784376	0.12421215579041905	-0.11751149896809937	gemeen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.08918460879866248	tsne.30
SCP	0.673865873428633	0.39528419689054933	0.0536521132635334	0.7470492135327016	0.7424084976806073	gemeen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.038026963085355	tsne.30
kNN	0.7199087650700554	0.46364423568926383	0.2558441558441558	0.775609756097561	0.7880580957504034	gemeen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.03506493506493506	tsne.30
DR	1.3679259228851508	1.4026908398231461	1.3551868826335078	1.6276055577371098	1.2414417259918544	gemeen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	1.3865291929301127	tsne.30
SIL	-0.08869948907386621	-0.004762605657361226	0.038143870669579055	0.04076295494557625	-0.1758214998135202	gemeen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	0.07786425156891998	tsne.30
SCP	0.6942632275704006	0.4130140339867285	0.06080234392465023	0.7911817118190938	0.7533567624850748	gemeen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	0.046715317718095034	tsne.30
kNN	0.726751384815901	0.46420394802195925	0.2597402597402597	0.7811529933481153	0.7977407208176439	gemeen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	0.01818181818181818	tsne.30
DR	1.2796046772720004	1.2602959964451286	1.17242374984267	1.4321824736686732	1.2196433609580073	gemeen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	1.216934401311164	tsne.30
SIL	-0.059639400540200116	-0.018815427141207937	-2.2562145435671223e-4	0.09644673714686525	-0.14286520617287113	gemeen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.02861761808446915	tsne.30
SCP	0.6358241646616992	0.3687745037018038	0.04235528756685986	0.652386809864777	0.7250404300806982	gemeen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	0.055315487294880124	tsne.30
kNN	0.6580645161290323	0.4108288990559159	0.1961038961038961	0.6399113082039911	0.7553523399677246	gemeen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	0.051948051948051945	tsne.30
DR	1.1043011363697426	1.1242488300864064	1.2487143890012382	1.0910615569110995	1.1029025593055786	gemeen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	1.054316815127709	tsne.30
SIL	-0.09672334030895709	-0.06050280490003163	0.0898406172315604	-0.12319790207909256	-0.09819482277689653	gemeen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.11045911197569783	tsne.30
SCP	0.5978972613230027	0.3414815089710323	0.061206356166945156	0.5627011245745405	0.7059786770043303	gemeen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	0.03603987813831335	tsne.30
kNN	0.6196155099380906	0.3982597140195639	0.21168831168831168	0.5452328159645232	0.7322216245293168	gemeen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	0.10389610389610389	tsne.30
DR	1.4573240418103404	1.4035473156907654	1.3042635066299852	1.758993186973039	1.3444078791757126	gemeen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	1.2065246899843245	tsne.30
SIL	-0.04345468856501474	-0.013958804186781384	-0.04612024091658205	0.0665144325763584	-0.10235578380884984	gemeen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	0.026126375401947958	tsne.30
SCP	0.6936058673395652	0.40813533228672194	0.06089735407030594	0.7567106908005938	0.7690589122918831	gemeen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	0.045874371984105024	tsne.30
kNN	0.705050505050505	0.4433402901038923	0.18181818181818182	0.7325942350332594	0.7875201721355567	gemeen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	0.07142857142857142	tsne.30
DR	1.371890474387214	1.3355320059427098	1.0840822138516901	1.7856391790013555	1.203510876446121	gemeen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	1.2688957544716724	tsne.30
SIL	-0.023422673018860543	0.008556145416564648	-0.1428456876966615	0.2728680599325048	-0.16496192252258088	gemeen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	0.06916413195299619	tsne.30
SCP	0.6933693080654123	0.4049585637822284	0.04234789847678799	0.7298900745072066	0.7815473052384206	gemeen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	0.06604897690649845	tsne.30
kNN	0.7014011078527207	0.44530572616876557	0.17922077922077922	0.729490022172949	0.7816030123722432	gemeen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	0.09090909090909091	tsne.30
DR	1.1693433088084786	1.168834532869334	1.1438321456882783	1.2079476876199033	1.1525910100563186	gemeen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	1.170967288112836	tsne.30
SIL	-0.10113290368948334	-0.06421783353424254	-0.08973131548464877	-0.047884056145460555	-0.13783074602294806	gemeen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	0.018574783516087205	tsne.30
SCP	0.6451746174019847	0.36371950324096275	0.03884703737309143	0.6198589611482794	0.7579678497779149	gemeen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	0.038204164664565186	tsne.30
kNN	0.6651678071032909	0.3856797986253896	0.06883116883116883	0.6878048780487804	0.7562130177514793	gemeen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	0.02987012987012987	tsne.30
DR	0.9946330730312116	1.0003113926275573	0.9651675840217331	1.090532995692581	0.9505093269772213	gemeen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	0.9950356638186939	tsne.30
SIL	-0.06875303627200875	-0.06601393213398934	-0.09876247423266916	0.0010120447550868083	-0.100349264282148	gemeen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.06595603477622702	tsne.30
SCP	0.5617778592805379	0.3056204535271281	0.03134809577320913	0.4541549202483199	0.7015402759023558	gemeen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	0.03543852218462746	tsne.30
kNN	0.5691104594330401	0.32033374692849365	0.06753246753246753	0.4649667405764967	0.7046799354491662	gemeen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	0.04415584415584416	tsne.30
DR	1.4343284143704857	1.3865710425868356	1.3925860303375548	1.531216134241989	1.4090771102970805	gemeen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	1.2134048954707182	tsne.30
SIL	-0.06205173629230229	-0.0121064040113989	0.08055217966702458	0.05716249589923574	-0.1323969388520131	gemeen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.05374335275984283	tsne.30
SCP	0.6980123754588207	0.4078427461492539	0.05674791733300687	0.7553696358150244	0.7776846692466522	gemeen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.04156876220233214	tsne.30
kNN	0.7279895731508634	0.48231248113987324	0.2831168831168831	0.7813747228381375	0.793329747175901	gemeen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.07142857142857142	tsne.30
DR	1.3262886868985067	1.3183583384999664	0.9962235972125235	1.2101887345553128	1.3800880176704773	gemeen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	1.6869330045615523	tsne.30
SIL	-0.061274493173647415	-0.015887413832632955	-0.21430292900859393	0.015328632932810159	-0.11127893845323403	gemeen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	0.24670357919848598	tsne.30
SCP	0.7119718512789883	0.42180170539933787	0.03708619608542173	0.7863548426379087	0.7841749787425615	gemeen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	0.0795908041314596	tsne.30
kNN	0.7319648093841642	0.4888193420088354	0.287012987012987	0.7844789356984478	0.7967724583109198	gemeen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	0.08701298701298701	tsne.30
DR	1.358975592245109	1.4585863923999116	1.5265748111955189	1.2575305563420827	1.3674920931014758	gemeen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	1.6827481089605691	tsne.30
SIL	-0.10013452040396524	0.0358745461567772	0.11955130626435129	0.0013673510539839748	-0.19380313322036605	gemeen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.2163826605291396	tsne.30
SCP	0.7242855281387849	0.43769836964597636	0.07462849364458013	0.8387709803978288	0.7776008192483481	gemeen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.059793185293148456	tsne.30
kNN	0.7453893776474422	0.5084559905385421	0.3103896103896104	0.8037694013303769	0.8053792361484668	gemeen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.11428571428571428	tsne.30
DR	1.2850985580313263	1.2364654194242781	1.0814978366932453	1.211002328631923	1.335175973264579	gemeen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	1.3181855391073654	tsne.30
SIL	-0.04359412729513732	-0.012883112857383461	-0.10374751215183374	-0.006468159775900942	-0.0709772408423779	gemeen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	0.12966046134057874	tsne.30
SCP	0.6447051149392612	0.3790224847536655	0.046304115935844097	0.707836930842265	0.7129971395133844	gemeen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	0.04895175272316871	tsne.30
kNN	0.6974910394265232	0.45949538266611434	0.2584415584415584	0.7203991130820399	0.7734265734265734	gemeen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	0.08571428571428572	tsne.30
DR	1.250338988268325	1.193498733521172	1.0883052549169285	1.3922103093222857	1.2086345007468486	gemeen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	1.084844869098625	tsne.30
SIL	-0.020873265265194552	-0.031158656661203883	-0.07087296191693836	0.09763996742091752	-0.06915015497151131	gemeen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.08225147717728339	tsne.30
SCP	0.6915999682500454	0.39263879444275107	0.03890349550020694	0.7008981785075517	0.7955325323513233	gemeen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.03522097141192245	tsne.30
kNN	0.7012056044314109	0.4291164276623939	0.13766233766233765	0.7292682926829268	0.7871974179666488	gemeen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.06233766233766234	tsne.30
DR	1.25250273929307	1.1926320756487507	1.0429784800717408	1.2773442896980984	1.2632352021094568	gemeen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	1.1869703307157071	tsne.30
SIL	-0.04375232448446561	-0.04662810655175669	-0.17800563055850202	0.0401692381302874	-0.07953053391694885	gemeen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.030854500138136697	tsne.30
SCP	0.6987643666652681	0.402503976844948	0.037318184360422654	0.741063687562692	0.7872432570453527	gemeen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.044390778411324515	tsne.30
kNN	0.7178233952427501	0.4604486039289041	0.21298701298701297	0.7458980044345898	0.7984938138784292	gemeen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.08441558441558442	tsne.30
DR	1.0680231756215888	1.0630515924918846	1.034610357111287	1.0209385018497859	1.090475862536079	gemeen.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	1.106181648470387	tsne.30
SIL	-0.09498790477872357	-0.056574428993210434	-0.04012996700888052	-0.06272737476466901	-0.1230193285525587	gemeen.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	-4.2104564673349574e-4	tsne.30
SCP	0.6149434249144123	0.3527110182609935	0.028329475816981003	0.6298751960970927	0.7031347431864716	gemeen.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.04950465794342867	tsne.30
kNN	0.6241120886282177	0.4020272410516313	0.11298701298701298	0.6133037694013304	0.7090909090909091	gemeen.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.17272727272727273	tsne.30
DR	1.1250260082408332	1.1311545233106286	1.045783800407813	1.1541705367100106	1.1100258483710745	gemeen.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	1.2146379077536162	tsne.30
SIL	-0.09048643795041406	-0.044494821310424336	-0.10475790284783604	-0.025776349627469077	-0.13549170593621845	gemeen.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	0.08804667316982621	tsne.30
SCP	0.5913373779307558	0.3382919851316604	0.03852389733849007	0.5848339964216349	0.6856133259266883	gemeen.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	0.04419672083982837	tsne.30
kNN	0.611208862821766	0.36112972393460196	0.09480519480519481	0.5844789356984479	0.7132867132867132	gemeen.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	0.051948051948051945	tsne.30
DR	1.1087003553057062	1.119488506606467	1.2145033143296269	1.0443209482675715	1.133046569536355	gemeen.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	1.0860831942923146	tsne.30
SIL	-0.09376638828021941	-0.04900077376943646	0.07733380452421297	-0.1742950248733455	-0.07461107940455018	gemeen.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.02443079532406314	tsne.30
SCP	0.6743980290037688	0.378903218165128	0.047293467627318016	0.6290364037202462	0.80105802852792	gemeen.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	0.038224972785027844	tsne.30
kNN	0.662039752362333	0.41915860874585076	0.11428571428571428	0.5993348115299335	0.7772996234534696	gemeen.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	0.18571428571428572	tsne.30
DR	1.1934451551713645	1.1612055276465176	1.2138281079115032	1.2741852379900758	1.1696715649114875	gemeen.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	0.9871371997730042	tsne.30
SIL	-0.03756658116483292	-0.03457024198622291	0.0543947187052034	-0.041298414777865486	-0.03701193799267773	gemeen.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.1143653338795518	tsne.30
SCP	0.643694041183697	0.36347856184873456	0.057267184303486374	0.5940914773725721	0.7666943068734673	gemeen.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	0.03586127884541258	tsne.30
kNN	0.6731834473769958	0.43985142437300034	0.20259740259740258	0.6341463414634146	0.7746100053792361	gemeen.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	0.14805194805194805	tsne.30
DR	1.088080110503612	1.0626448960565666	0.9868343133717433	1.1852789990527761	1.0546275142951693	gemeen.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	1.0238387575065777	tsne.30
SIL	-0.049189335032620005	-0.05398712821484595	-0.12051821576507266	0.0418380739689376	-0.0873905440255314	gemeen.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.04987782703771734	tsne.30
SCP	0.5729758679881095	0.3179868538371732	0.027862810531308832	0.5223637041485474	0.687304977236772	gemeen.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	0.034415923432064524	tsne.30
kNN	0.597979797979798	0.3579095857238446	0.07402597402597402	0.5301552106430155	0.714470145239376	gemeen.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	0.11298701298701298	tsne.30
DR	1.0461545345490926	1.0723349689932693	0.9568853820048732	0.95460255429969465	1.076860536665771	gemeen.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	1.3009914030027383	tsne.30
SIL	-0.1229374111777924	-0.08872293605097367	-0.23457650698378063	-0.17895293243926239	-0.11072421867019169	gemeen.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	0.16936191388934	tsne.30
SCP	0.5517554575724639	0.3035808188752584	0.03909762564769404	0.428526905154185	0.6954801113239895	gemeen.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	0.05121863337516504	tsne.30
kNN	0.5706093189964158	0.34581202099963826	0.11558441558441558	0.4498891352549889	0.7047875201721355	gemeen.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	0.11298701298701298	tsne.30
DR	1.374955874482424	1.5068246348208507	1.430352526749203	1.3696524648258759	1.3291096766532144	gemeen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	1.8981838710551098	tsne.30
SIL	-0.07847051625598073	0.07906250904768397	0.10891346637452998	0.1091486690775547	-0.21921110860502757	gemeen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.31739900934367876	tsne.30
SCP	0.677356954332802	0.408469308887544	0.07494414263436591	0.7479587719976032	0.7408725578329962	gemeen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.07010176308521066	tsne.30
kNN	0.7168264462809917	0.4865333535110203	0.26153846153846155	0.752549889135255	0.7826944140197152	gemeen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.14935064935064934	tsne.30
DR	1.5072844251118802	1.6032406845824396	1.4612711525317805	1.6334341583007688	1.4151939931396704	gemeen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	1.9030634343575388	tsne.30
SIL	-0.07926241927466553	0.0853606249678989	0.13945407171445537	0.11435977207357881	-0.22509454426331751	gemeen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	0.3127232003468789	tsne.30
SCP	0.6740746917301441	0.4120379850529977	0.05592371403048348	0.7381001204308758	0.7379047933391625	gemeen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	0.11622331241146905	tsne.30
kNN	0.7144462809917356	0.48312053065946686	0.25314685314685315	0.7627494456762749	0.7750273822562979	gemeen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	0.14155844155844155	tsne.30
DR	1.39605012830988	1.5155757736860747	1.8394783581500913	1.212122162569473	1.437215218830413	gemeen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	1.5734873551943216	tsne.30
SIL	-0.1728871500371326	0.019495972551384716	0.3291946881250611	-0.1662465584420353	-0.24343276355858912	gemeen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	0.1584685240811022	tsne.30
SCP	0.6896396018732391	0.40565745907259454	0.0818579798853509	0.7159302058528173	0.7785044525590081	gemeen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	0.04633719799320174	tsne.30
kNN	0.7333553719008264	0.4847293171125084	0.27692307692307694	0.7572062084257206	0.8112814895947426	gemeen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	0.09350649350649351	tsne.30
DR	1.315463126983608	1.3679318025347629	1.4351759750400095	1.3309605608288808	1.2899870843238261	gemeen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	1.4156035899463353	tsne.30
SIL	-0.07578512430040713	0.0364514812160453	0.11760402628107772	0.08079915699156964	-0.18591401828852733	gemeen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	0.13331675988006117	tsne.30
SCP	0.6324535120993319	0.37881632870316817	0.06914790123122946	0.6921975411688894	0.6954652402742473	gemeen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	0.05845463213830657	tsne.30
kNN	0.6903801652892562	0.45614078839174343	0.2601398601398601	0.6977827050997782	0.7705366922234392	gemeen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	0.09610389610389611	tsne.30
DR	1.302331295866063	1.3473039079990885	1.3447933847228823	1.2226458784033327	1.321690534003386	gemeen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	1.5000858348667525	tsne.30
SIL	-0.07573739108832896	0.001320804721579024	-0.05015204836818118	0.04878855963440127	-0.15966790603425232	gemeen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.16631461365434833	tsne.30
SCP	0.6876710486175331	0.4050018128684851	0.05189143161942287	0.7468979473521438	0.7611333411898691	gemeen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.060084531312504574	tsne.30
kNN	0.7063140495867768	0.46529092418013956	0.22517482517482515	0.7299334811529934	0.7813800657174151	gemeen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.12467532467532468	tsne.30
DR	1.312276967955496	1.3685934753870375	1.4821295812285982	1.2911264894929284	1.3021082885644522	gemeen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	1.3990095422621716	tsne.30
SIL	-0.10700908162910576	0.006964568054044298	0.149910231034743	0.024548284642150336	-0.20616372620830295	gemeen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	0.05956348274758681	tsne.30
SCP	0.6939584911479273	0.41423048071511104	0.07049901463754173	0.7612676693663355	0.7628024713378981	gemeen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	0.06235276751866868	tsne.30
kNN	0.7192727272727273	0.4827294069433358	0.25594405594405595	0.7669623059866962	0.7820372398685651	gemeen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	0.12597402597402596	tsne.30
DR	1.2327734113451623	1.2135257527563272	1.2749175260077616	1.215434771635554	1.247898677765496	gemeen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	1.1158520356164972	tsne.30
SIL	-0.06018949005144533	-0.020046096803033098	0.08268881859154567	0.05594683517290478	-0.12599489681804996	gemeen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.09282514415853288	tsne.30
SCP	0.6668019558052515	0.39528962076263446	0.05246032729163721	0.7592792766560696	0.7214196618316812	gemeen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	0.0479992172711499	tsne.30
kNN	0.6840330578512397	0.45561098466623	0.24195804195804196	0.719290465631929	0.7495071193866374	gemeen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	0.11168831168831168	tsne.30
DR	1.1601560015920866	1.1412530018767684	1.094430508922014	1.2163085665275963	1.1415669757748044	gemeen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	1.1127059562826582	tsne.30
SIL	-0.04475126726743804	-0.029294991975425108	-0.02315544970795214	-0.0058636106280406325	-0.06770071628238714	gemeen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.02046019128332052	tsne.30
SCP	0.6207935438750768	0.35874387208097497	0.038356747307421536	0.6626158707838008	0.6947963504152663	gemeen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.03920651981741124	tsne.30
kNN	0.6550743801652893	0.4237908579812782	0.26853146853146853	0.6481152993348115	0.7408543263964951	gemeen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.03766233766233766	tsne.30
DR	1.3804576973152314	1.398773559527108	1.313822153098722	1.4840080353797171	1.3280738578850357	gemeen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	1.4691901917449575	tsne.30
