type	token_id	sense	confidence	annotator	annotations	annotators	agree_nr	agree_fct	left	target	right	comment	geen_reason	my_comment	comment_2	sense_2
herstructureren	herstructureer/verb/nrc_handelsblad_20020226_80/223	geen	1	5_3	3	3	0.33	none	"met harde hand te saneren , maar vindt ook dat je 	 niet eeuwig kunt"	herstructureren	. Het succes van de Frans-Japanse onderneming hangt volgens het blad af van de	niet genoeg context	context	NA	NA	unclear
herstructureren	herstructureer/verb/parool_20010821_55/175	geen	0	6_3	2	3	0.33	minority	al stelde Achmea het zelfstandige Scaramea voor de keus : kijk eens of je kunt	herstructureren	". Maar er gebeurde niets . 	 Tot op heden is de boel daar niet"	onvoldoende context	context	NA	NA	unclear
hoekig	hoekig/adj/de_morgen_20000302_01_45/706	geen	2	20_3	2	3	0.67	majority	op de voorgrond . In het ritme van de compositie en de spanning van de	hoekige	vormen trachtten ze tevens het hectische stadsleven weer te geven . De stijleenheid was echter	niet genoeg context	context	NA	NA	unclear
hoekig	hoekig/adj/volkskrant_20020916_60/1124	geen	0	11_3	2	3	0.33	minority	Spreng probeerde van de nood een deugd te maken met de leus ' Echt .	Hoekig	. Succesvol . ' Stoiber is een ' ernstige man voor ernstige tijden ' ,	weinig context	context	NA	NA	unclear
hoop	hoop/noun/het_laatste_nieuws_19990430_01_38/31	geen	0	3_2	2	3	0.67	majority	het leukste speelgoed . Van het oorspronkelijke dierenbestand van het park blijven op dit ogenblik	hoop	en al één lama , enkele herten en drie pauwen over . Navraag leerde ons	Te weinig context, ik snap deze zin niet...	context	NA	NA	unclear
hoop	hoop/noun/het_laatste_nieuws_20020628_01_168/75	geen	0	3_2	2	3	0.33	minority	: 050/38.03.70 . Wielerwedstrijd : 14de Grote Prijs Maurits Raes voor beloften . Org :	Hoop	der Renners . Start Dorpsplein Dudzele , 15 uur . Info : 050/59.93.04 . Feest	Te weinig context, ik begrijp de zin niet...	context	NA	NA	unclear
hoop	hoop/noun/het_laatste_nieuws_20030127_01_292/3734	geen	0	3_2	1	3	1	full	Kruisstraat Brakel-Onkerzele 5-1 , RC Jager Brakel-Horebeke 1-2 , Zwaluwen Impe-Beekboys 1-3 . 2 :	Hoop	en Vreugd-Kilim 1-5 , Real Lapino-Kazuivelshotters 1-0 . 3A : Astene-FC Machelen 1-3 , Smetlede-Zwaluwen	Te weinig context, ik begrijp de zin niet...	context	NA	NA	unclear
hoop	hoop/noun/het_laatste_nieuws_20030127_01_292/3734	geen	3	3_3	1	3	1	full	Kruisstraat Brakel-Onkerzele 5-1 , RC Jager Brakel-Horebeke 1-2 , Zwaluwen Impe-Beekboys 1-3 . 2 :	Hoop	en Vreugd-Kilim 1-5 , Real Lapino-Kazuivelshotters 1-0 . 3A : Astene-FC Machelen 1-3 , Smetlede-Zwaluwen	Ik heb onvoldoende context.	context	NA	NA	unclear
hoop	hoop/noun/het_laatste_nieuws_20041130_01_706/1	geen	3	3_3	2	3	0.33	minority	NA	Hoop	Nick De Loenen ( Wintam ) Nick De Loenen is Wintams hoop in bange dagen	Te weinig context	context	NA	NA	unclear
hoop	hoop/noun/het_nieuwsblad_20041105_01_379/5	geen	0	16_3	2	3	0.33	minority	Theaterinfo BAARDEGEM Oma's wil	Hoop	in de toekomst brengt vijf voorstellingen van Oma's wil , een tragi- komedie van Jean-Paul	niet genoeg context	context	NA	NA	unclear
hoopvol	hoopvol/adj/het_laatste_nieuws_20000328_01_498/18	geen	0	15_1	2	3	0.33	minority	: Van den Broeck en Olen lopen verder weg van tegenstand andquot; Manier waarop is	hoopvol	andquot; OLEN - Hoewel er nog een lange weg te gaan is , moet AC	context is chaos	context	NA	NA	unclear
hoopvol	hoopvol/adj/het_nieuwsblad_20020117_01_156/92	geen	4	18_2	1	3	1	full	Tim ( van ongeva ) 7836 Pets Erik ( desjotters ) 7828 Spitaels Alfons (	hoopvol	) 7772 Vanderbeken Willy ( tomka ) 7750 ZOTTEGEM Van Cauwenberge Jens ( bulls )	Weinig tot geen context	context	NA	NA	unclear
hoopvol	hoopvol/adj/het_nieuwsblad_20030121_01_337/485	geen	4	18_1	2	3	0.33	minority	hier tekende , lag vooral aan de centen die hij voor mij losmaakte .	Hoopvol	Andere omgeving , andere ploeg . Het zou iemand met enige sportieve miserie hoopvol moeten	niet genoeg context	context	NA	NA	unclear
horde	horde/noun/algemeen_dagblad_19990507_114/67	geen	1	17_1	2	3	0.33	minority	aan die in ` de overheersende tekst/muziek-vorm van de twintigste eeuw ' de opstand der	horden	zagen . De schrijvers die op de cd met opnamen uit het VPRO-radioprogramma De avonden	vage context	context	NA	NA	unclear
horde	horde/noun/de_morgen_19990106_01_77/150	geen	0	19_2	2	3	0.67	majority	vogelaarsstok ; 10. lof , en meer andere , eikenschors ; 11. bijbelse naam ,	horde	. Oplossing puzzel nr. 2687 s t ÿ l f i g u u r	Geen idee wat deze zin betekent... Niet genoeg context!	context	NA	NA	unclear
horde	horde/noun/de_morgen_19990106_01_77/150	geen	3	19_3	2	3	0.67	majority	vogelaarsstok ; 10. lof , en meer andere , eikenschors ; 11. bijbelse naam ,	horde	. Oplossing puzzel nr. 2687 s t ÿ l f i g u u r	Ik heb te weinig context voor het begrip 'horde' in deze zin.	context	NA	NA	unclear
horde	horde/noun/de_standaard_20000228_01_70/304	geen	4	12_2	2	3	0.33	minority	aanval kwam pas in de jaren twintig , vanuit Bordeaux . Rond 1940 was de	horde	hier . De coloradokever is ongeveer een centimeter lang , de larven met hun typische	Te weinig context	context	NA	NA	unclear
horde	horde/noun/de_standaard_20031121_01_85/352	geen	4	12_2	3	3	0.33	none	ontbreekt al sinds 1958 op een groot tornooi en struikelde dit keer op de laatste	horde	. De Britten hadden in het koude Moskou een fraaie uitgangspositie verworven , maar konden	Te weinig context	context	NA	NA	unclear
horde	horde/noun/nrc_handelsblad_20000218_140/309	geen	4	13_2	2	3	0.33	minority	. Naar verluidt zijn in de Savoy ratten gesignaleerd . Popcorn malende en cola slurpende	hordes	vullen , ook 's middags , de bioscoopzaal . Velen zijn gekomen om zichzelf te	onduidelijke context	context	NA	NA	unclear
huldigen	huldig/verb/algemeen_dagblad_20040216_111/248	geen	0	7_3	2	3	0.67	majority	wel . Zelfs het Journaal berichtte over 1500 zoenende landgenoten in Scheveningen . RTL 4	huldigde	in Valentijn 2004 , gepresenteerd door Irene van de Laar in debotel . De specialist	te weinig context	context	NA	NA	unclear
huldigen	huldig/verb/algemeen_dagblad_20040216_111/248	geen	4	7_1	2	3	0.67	majority	wel . Zelfs het Journaal berichtte over 1500 zoenende landgenoten in Scheveningen . RTL 4	huldigde	in Valentijn 2004 , gepresenteerd door Irene van de Laar in debotel . De specialist	Onduidelijke context en zinsbouw	context	NA	NA	unclear
huldigen	huldig/verb/parool_20040508_54/315	geen	3	7_3	3	3	0.33	none	het deze keer uit de hand , dan wordt er nooit meer op het plein	gehuldigd	. De filosofie dat de ' goeien ' niet onder de ' slechten ' mogen	te weinig context	context	NA	NA	unclear
schaal	schaal/noun/de_standaard_19990623_01_8/146	geen	3	13_2	2	3	0.67	majority	afgetast : van het verleidelijke tot het ronduit weerzinwekkende . Aan één uiteinde van de	schaal	staat Fleur d'Anus : een trompetbloem die de geur van De Cuperes eigen uitwerpselen verspreidt	niet genoeg context	context	NA	NA	unclear
schaal	schaal/noun/het_laatste_nieuws_20011231_01_334/25	geen	0	14_1	2	4	0.75	majority	zich het voorbije seizoen een paar keer nadrukkelijk in de kijker . Won met de	schaal	Sels en het Kampioenschap van Vlaanderen twee wedstrijden . - Anekdote : andquot; De tourpassage	Door het gebrek aan context en de vreemde zinsconstructie is het voor mij moeilijk om de juiste betekenis te kunnen afleiden.	context	NA	NA	unclear
schaal	schaal/noun/het_laatste_nieuws_20011231_01_334/25	geen	0	14_3	2	4	0.75	majority	zich het voorbije seizoen een paar keer nadrukkelijk in de kijker . Won met de	schaal	Sels en het Kampioenschap van Vlaanderen twee wedstrijden . - Anekdote : andquot; De tourpassage	vage context	context	NA	NA	unclear
schaal	schaal/noun/het_laatste_nieuws_20011231_01_334/25	geen	0	14_4	2	4	0.75	majority	zich het voorbije seizoen een paar keer nadrukkelijk in de kijker . Won met de	schaal	Sels en het Kampioenschap van Vlaanderen twee wedstrijden . - Anekdote : andquot; De tourpassage	niet genoeg context	context	NA	NA	unclear
schaal	schaal/noun/nrc_handelsblad_20030625_65/351	geen	5	12_2	3	3	0.33	none	. Ze ziet daarbij als mogelijkheid om in bestaande CAO's nog een extra laagste	schaal	er bij te maken om doorstroming en het aannemen van jongeren te bevorderen . Tegen	Te weinig context	context	NA	NA	unclear
schaal	schaal/noun/parool_20030530_01/108	geen	0	20_2	1	3	1	full	uit 1992 . En als klap op de vuurpijl Rafael van der Vaart met de	schaal	van vorig jaar . Allemaal trofeeën uit de periode dat Michael van Praag van Ajax	te weinig context	context	NA	NA	unclear
schaal	schaal/noun/parool_20030530_01/108	geen	2	20_1	1	3	1	full	uit 1992 . En als klap op de vuurpijl Rafael van der Vaart met de	schaal	van vorig jaar . Allemaal trofeeën uit de periode dat Michael van Praag van Ajax	Niet genoeg context om de betekenis van het woord te kunnen afleiden.	context	NA	NA	unclear
schaal	schaal/noun/parool_20030530_01/108	geen	3	20_3	1	3	1	full	uit 1992 . En als klap op de vuurpijl Rafael van der Vaart met de	schaal	van vorig jaar . Allemaal trofeeën uit de periode dat Michael van Praag van Ajax	niet genoeg context	context	NA	NA	unclear
schaal	schaal/noun/volkskrant_19990130_52/565	geen	2	18_1	2	3	0.67	majority	samenkomen , zijn geen twee aanstellingen aan elkaar gelijk . Zeker niet in de hogere	schalen	. Meijerink wil volstaan met een globale CAO die door de individuele instellingen kan worden	het zou omvang kunnen zijn, maar er is te weinig context	context	NA	NA	unclear
schaal	schaal/noun/volkskrant_19990130_52/565	geen	3	18_2	2	3	0.67	majority	samenkomen , zijn geen twee aanstellingen aan elkaar gelijk . Zeker niet in de hogere	schalen	. Meijerink wil volstaan met een globale CAO die door de individuele instellingen kan worden	Niet genoeg context	context	NA	NA	unclear
schaal	schaal/noun/volkskrant_19991028_164/1554	geen	2	6_2	2	3	0.67	majority	fantastisch heeft vervuld . Het is geweldig dat Yo-Yo Ma nu zijn gewicht in die	schaal	legt . Op langere termijn is dat veel beter dan alleen maar mooi spelen .	Niet genoeg context.	context	NA	NA	unclear
spoor	spoor/noun/algemeen_dagblad_19990401_141/334	geen	0	11_3	2	3	0.67	majority	het westen en midden van het land . Door de nota ` De derde eeuw	spoor	' van minister Netelenbos ( Verkeer ) wil - en kan - de NS haast	te weinig context	context	NA	NA	unclear
spoor	spoor/noun/algemeen_dagblad_19990401_141/334	geen	3	11_1	2	3	0.67	majority	het westen en midden van het land . Door de nota ` De derde eeuw	spoor	' van minister Netelenbos ( Verkeer ) wil - en kan - de NS haast	Te weinig context, ik vermoed dat het om een betekenis van categorie 2 gaat (2.1/2.2/2.3)	context	NA	NA	unclear
spoor	spoor/noun/de_morgen_20001207_01_100/92	geen	0	2_3	2	3	0.67	majority	verwacht voor de Federale Beleidsnota Drugs van minister van Volksgezondheid Magda Aelvoet . De twee	sporen	die zich de voorbije dagen aftekenden , liggen nog altijd netjes naast elkaar op de	Onvoldoende context	context	NA	NA	unclear
spoor	spoor/noun/de_morgen_20001207_01_100/92	geen	3	2_2	2	3	0.67	majority	verwacht voor de Federale Beleidsnota Drugs van minister van Volksgezondheid Magda Aelvoet . De twee	sporen	die zich de voorbije dagen aftekenden , liggen nog altijd netjes naast elkaar op de	Niet genoeg context.	context	NA	NA	unclear
spoor	spoor/noun/de_morgen_20010910_01_16/982	geen	0	2_3	2	3	0.33	minority	nieuwe studiedienst samenstellen . Tegen oktober volgend jaar moet duidelijk zijn of we op het	spoor	zitten . Maar ik wil wel degelijk mijn stempel drukken op de vernieuwingsbeweging .	te weinig context	context	NA	NA	unclear
spoor	spoor/noun/de_morgen_20030630_01_55/12	geen	2	2_2	2	3	0.33	minority	16 pagina's sportbijlagekoning van kermiskoersen nu kampioen16 pagina's werchter-bijlageop het juiste	spoor	de top-20 van de weispetterend couleur café cultuur , pagina's 9 en	Niet genoeg context.	context	NA	NA	unclear
spoor	spoor/noun/de_morgen_20030822_01_106/71	geen	0	2_3	2	3	0.67	majority	WK in Japan , maar die met de sleutelwedstrijd tegen Tsjechië in aantocht , het	spoor	bijster is . ' ( Het Parool ) ' In het laatste oefenduel voor de	Uitdrukking? Onvoldoende context	context	NA	NA	unclear
spoor	spoor/noun/de_morgen_20040202_01_90/169	geen	0	2_3	2	3	0.33	minority	"gebrek aan spirit dat verschillende spelers toonden . 	 Vijf minuten bleef Racing in het"	spoor	( 8-10 ) , dan namen de bezoekers autoritair het heft in handen .	onvoldoende context	context	NA	NA	unclear
spoor	spoor/noun/de_standaard_20011208_01_131/4	geen	4	13_2	3	3	0.33	none	Kunst op het	spoor	ARCHEOLOGIE Van onze redacteur Geert Sels HOEGAARDEN -- Voor de NMBS de bodem tussen Brussel	onduidelijke context	context	NA	NA	unclear
spoor	spoor/noun/de_standaard_20020703_01_63/512	geen	0	2_3	3	3	0.33	none	gevolgd . Prima , maar helaas bekijken de critici ons van op een erg smal	spoor	. Vooral de media focussen haast uitsluitend op de korte termijn , becommentariëren liever snapshots	onvoldoende context	context	NA	NA	unclear
spoor	spoor/noun/de_standaard_20040209_01_132/8	geen	3	13_2	2	3	0.33	minority	KORT GEDING CONCERT Thou op het goede	spoor	"Thou , Handelsbeurs Gent , 7 februari . 	 I like girls in Russia"	zeer onduidelijke opgave	context	NA	NA	unclear
spoor	spoor/noun/de_standaard_20040306_01_189/362	geen	3	13_2	2	3	0.33	minority	. Het was een tekst met 46 vraagtekens en geen antwoorden , waarmee hij oude	sporen	als de satanische sekte Abrasax , de graafwerken in Jumet en X1 nieuw leven probeerde	te weinig context	context	NA	NA	unclear
spoor	spoor/noun/het_laatste_nieuws_20040504_01_416/52	geen	3	16_2	2	3	0.33	minority	de motorkap van zijn auto losgewrikt en verdwenen . Van de daders is nog geen	spoor	NA	onduidelijke zin	context	NA	NA	unclear
spoor	spoor/noun/nrc_handelsblad_20020415_116/1032	geen	0	3_2	2	3	0.33	minority	. Volgens De Schutter moest Barrez Van Noppen alleen intimideren . Via hen leidde het	spoor	naar veehandelaar Germain Daenen en uiteindelijk naar Vercauteren , die beiden ontkennen . Flor van	Niet genoeg context: zou effectief een treinspoor kunnen zijn, maar evengoed een figuurlijk spoor...	context	NA	NA	unclear
spoor	spoor/noun/parool_19990409_125/135	geen	0	1_4	3	4	0.5	half	, concurrent : mededinger om de beste positie , extreem : buiten ( gangbare )	sporen	( sporig ) , boycotten : dwars-bomen , in de clinch , in onmin (	zeer verwarrend met de haakjes, eigenlijk niet genoeg context	context	NA	NA	unclear
spot	spot/noun/de_morgen_20031220_01_102/987	geen	4	18_2	2	3	0.33	minority	"politiek . Het is tijd dat de Democraten daarover nadenken . 	 Het was een"	spot	die Bush zo kan overnemen . Bush ' populariteit stijgt van de ene op de	Niet genoeg context (lijkt bijna gebruik van Engelse woord voor 'positie')	context	NA	NA	unclear
spot	spot/noun/het_laatste_nieuws_20010330_01_169/138	geen	2	7_1	2	3	0.33	minority	vier vriendinnen in de buurt . Als vrouwelijke figurant weet je dat er in de	spot	een taak als supporter is weggelegd . Ik heb me gisteren met veel overtuiging in	Onduidelijke context	context	NA	NA	unclear
spot	spot/noun/het_nieuwsblad_20031008_01_121/1	geen	0	15_2	2	3	0.67	majority	NA	Spots	Ninove - Defensief zal coach Alain Merckx zondag moeten sleutelen . Mounir Bakkali blijft out	Niet genoeg context	context	NA	NA	unclear
spot	spot/noun/het_nieuwsblad_20031029_01_144/1	geen	0	15_2	1	3	1	full	NA	Spots	Oostakker - Naast Michael Kissi werd ook Tim Herteleer in de slotfase van de match	Niet genoeg context	context	NA	NA	unclear
spot	spot/noun/het_nieuwsblad_20031029_01_144/1	geen	4	15_3	1	3	1	full	NA	Spots	Oostakker - Naast Michael Kissi werd ook Tim Herteleer in de slotfase van de match	Te weinig context	context	NA	NA	unclear
spot	spot/noun/het_nieuwsblad_20040131_01_277/477	geen	0	15_1	2	3	0.33	minority	zo lang op weggeweest ' , , Ik zou zo geren willen leven . '	Spot	"met vrouwenzot Walter De Buck heeft negen kinderen uit twee huwelijken . 	 Overleven met"	geen samenhang in de context	context	NA	NA	unclear
spot	spot/noun/het_nieuwsblad_20040218_01_166/1	geen	0	15_2	2	3	0.67	majority	NA	Spots	MARKE - Steven Vandenborre meldde zich niet fit wegens een liesverrekking en Gerben Foulon was	Niet genoeg context	context	NA	NA	unclear
spot	spot/noun/nrc_handelsblad_20010618_16/190	geen	0	3_2	2	3	0.67	majority	tijdens de oorlogsperiode onder Idi Amin massaal afgemaakt . NGC , 21.00-21.30u. Dokwerk : Red	spots	. Zie TV-vooraf . Ned.3 , 21.00-22.00u. Het ongeluk . Serie programma's over ongelukken die	Te weinig context	context	NA	NA	unclear
staal	staal/noun/de_morgen_20010119_01_160/426	geen	1	4_3	2	3	0.33	minority	al lichtende voorbeelden voor jongere generaties . Maar daarmee is deze muziek van koud gevormd	staal	nog steeds niet weggesmolten . Gavin Bryars , Derek Bailey & Tony Oxley , Joseph	Niet genoeg context	context	NA	NA	unclear
staal	staal/noun/de_standaard_19990617_01_3/141	geen	2	13_3	2	3	0.67	majority	staalname op eigen verantwoordelijkheid gebeurde en een informeel karakter had . Er zou aan het	staal	"geen enkele juridische waarde worden gehecht . De procureur stemde daarmee in . 	 Boycot"	Niet voldoende context.	context	NA	NA	unclear
staal	staal/noun/de_standaard_19990617_01_3/141	geen	4	13_2	2	3	0.67	majority	staalname op eigen verantwoordelijkheid gebeurde en een informeel karakter had . Er zou aan het	staal	"geen enkele juridische waarde worden gehecht . De procureur stemde daarmee in . 	 Boycot"	niet genoeg context	context	NA	NA	unclear
staal	staal/noun/de_standaard_19991007_01_21/373	geen	3	13_2	2	3	0.33	minority	eind april meldde op basis van twee privé-stalen van Destickere , vroeg zelf dat die	stalen	"bevestigd zouden worden 	 , zei Decoster . Bovendien meldde Destickere dat de verschijnselen van"	onvoldoende context, twijfel tussen 2.1 en 2.2	context	NA	NA	unclear
staal	staal/noun/nrc_handelsblad_20020121_26/592	geen	1	16_2	2	3	0.33	minority	midlifecrisis , maar van kamperen hou ik ook al niet , dus de volgende keer	staal	boven mijn hoofd graag . Starten en rijden - en wat is het geluid van	te weinig context	context	NA	NA	unclear
